,decade,text
157,2019,MIDDLE CHILD You been me out my my down a list it twice and hit The real been the fake is lit The game is off back on my The is my is dirty But how I like you all on my dick all in my this hard as it get I do not snort I might take a sip I might hit the but liable to trip I no but you do as you wish I roll with some I love to death I got a few but not all of them rich What good is the bread if my is What good is first class if my can't my next why I can't quit Just like get my more Just put the right back on my wrist This watch came from he gave me a gift Back when the rap game was They act like two cannot coexist But never beef with a for If I smoke a be It won't be for it won't be for fame It won't be my ain't the same It won't be to sell you my It won't be some slid in my lane Everything to change I love you glad that you came I hope that you scrape every dollar you can I hope you know money won't erase the pain To the you now Was you when you was the ground I your I your style I the the right now if you feel you ain't got a choice I ain't do no still made all that noise This year be I set my I promise to slap all that hate out your voice been me out my my down a list it twice and hit The real been the fake is lit The game is off back on my The is my is dirty But how I like you all on my dick I just in my cup been I can feel Promise I am never up Money in your palm don't make you real Foot is on they I got stuck give they can feel If it ain't the don't give a Pistol in your hand don't make you real dead in the middle of two little and big all at once Just left the lab with young Savage to go and meet for lunch Had a long talk with the young Kodak me of young from Straight out the no just honest I wish that he had more for real Too many in cycle of they inside of a cell We from a long bloodline of trauma We by our we heal We our the as well We our they the well we set up to fail make sure that the real I just in my cup been I can feel Promise I am never up Money in your palm don't make you real Foot is on they I got stuck give they can feel If it ain't the don't give a Pistol in your hand don't make you real Money in your palm don't make you real Pistol in your hand don't make you real Money in your palm don't make you
158,2019,yeah When I was I fell in love We to hold that was enough Then we grew to touch to kiss the light on the back of the bus I know your daddy didn't like me much And he didn't believe me when I said you were the one every she found a way out of the window to sneak out late She to meet me on the In the city where the sun don't set And every you know that we'd ride Through the in a blue Corvette you know I just leave tonight We can go anywhere we want Drive down to the jump in the sea Just take my hand and come with yeah We can do anything if we put our to it Take your old then you put a line through it My love is if you're to take it Give me your heart I ain't break it So come today Start a new life together in a different place We know that love is how all these came to be So run away with me and we got a dream to have a family A and everything in between And we And now we got pressure for our life more We got our and got to pay Our old are now our And now back to when I was young Back to the day when I was in love He to meet me on the In the city where the sun don't set And every you know where we'd ride Through the in a blue Corvette And you know I just leave tonight We can go anywhere we want Drive down to the jump in the sea Just take my hand and come with We can do anything if we put our to it Take your old then you put a line through it My love is if you're to take it Give me your heart I ain't break it So come today To start a new life together in a different place We know that love is how all these came to be So run away with me Run away run away now Run away now Run away run away now Run away now He to meet me on the She to meet me on the He to meet me on the She to meet me on the In the city where the sun don't
159,2019,Look see Everybody when like a satellite off a wave the earth for the People they fight n get the all Like a crowd in the night No A kid a it right you never knew me But around the dark and no Can't see me I to be the one always when i think and let it out n let it go like Free weed Sorry that i be the one flip it off But i told you so think twice Of on a track while against me to give don't plan to be nice So i give a hundred when When on a say in my head I don't care about the i for the spot that i rock Straight home I don't care if you Name up in your throat like No sick like your so often back up from the like the In a coffin Got a bat wit a call it in the game like look all these Mother out on the then the wallet Ill be what i want In the end quit ready for the been run this I don't hear you from all up on n now who the dumb for a reason for me to get dumb rich So never am i done by minute When I be when i Wit the image like boss fully n addict in the like the i was n kid Sorry had to do it Said i had to focus everyday when i was young Took it to level now look what i become don't play Everyday in the lab wit ammunition for the Still around the tell the from Dumb around see how it aye in full of n wit A legend the hell away I met him downtown i should have known try to play you in a sick way Be ready for the set up you get By every mother the broke way first hand two wit paid Don't be play the then your From the n respect me or not the time within my life is all i got I took My aim is good You watch from the city these If you dream then good n to follow that when you know that you should Jay back like a tic this hard n nobody see how lit be the minute we hit a shift N everybody be patient wit the now the road slow I keep cool wow How he I em n never sweat it Don't forget make em get it like a cloud then a mother all the truth out Never wit the I don't plan get away Until the day i got when it come make way Pirate wit the only make the dope bay Paddle wit the raft in the ain't a joke aye We get a bottle chill up in the sand Got brother in boat n he full throttle Jay up on the finger baby Please just when you do start slow this up say this for the stupid Wit a slow a had enough But say this once in case you do respond If you hear what i say Wit so many i can do that only three said back back ARE A so learn to read fast Had so many learn here But be you'll burn here up in the my work get what i deserve Until corpse in the floor near A bag full of weed under a stage wit the in my hand ill never this game my turn But when i get drag em When they when i say happen Ain't no question on the handle all the everyday on the side be I see the you be on a get up in the spot N get it n get you mad like ha you be like man ill see you at the top all the cold on the earth for the Ain't nowhere to go you hide before the homicide Promise get it Ready for the Is there anything i Global this is all a mess give a
160,2019,Please Me come on Please baby Turn around and just tease baby You know what I want and what I baby Please Please Please baby Turn around and just tease baby You know what I want and what I baby Please Please in some J's On the dance floor no in the way I take my time with it bring you close to me Don't want no young dumb me like we to I was lay low it slow When again do you man look put him away If you can't sweat the weave you shouldn't even be out like the you eat out ride do it just how you like it Tonight and that do it one more time I ain't one for but now you got me Please baby Turn around and just tease baby You know what I want and what I baby Please Please Please baby Turn around and just tease baby You know what I want and what I baby Please Please Booty so round booty so soft Bet you smack it again Let me demonstrate Hit it one make it levitate out like Broke watch out now Your pussy My pussy ride do it just how you like it Tonight and that do it one more time I ain't one for but now you got me Please baby Turn around and just tease baby You know what I want and what I baby Please Please Come on Come back it up for me Come on it on me Come on let me put this on you You say that don't play that Do my back like I do these break that Please baby Turn around and tease baby You got what I want and baby Please Please Please baby Turn around and tease baby You got what I want and baby Please Please
161,2019,up with your You got me some type of way Ain't to this way I do not know what to say But I know I shouldn't think about it Took one look at your face Now I know how you taste don't give it away But you know out here it Then I right there And at home this ain't Break up with your You could hit it in the like I know it ain't right But I don't care Break up with your This always happen to me Why can't we just play for on my But I know I shouldn't think about it You know what you're to me You're my in the yeah all please When I know you out here it Then you right there And you're at home she can't Break up with your You could hit it in the like I know it ain't right But I don't care Break up with your With your With your With your You could say if you want to But I only hate on her I want you Say if you feel like But you without me ain't right You could call me crazy I want you And I never even met you Say and it ain't right But you without me ain't nice Break up with your You could hit it in the like I know it ain't right But I don't care Break up with your With your With your With your With your
162,2019,List If you're this too of this list is in order yet Fire Iron Mike and the Bon West and Chance the Take Me to the Light Kingdom Future Terrain Pink Drama Thee Stallion Jay Ruthless Boy With Forgive I Am A Alan The Real Hero West Ant Water Heart Machine Gun Kelly Candy and MONOPOLY home with you West Jukebox the Ghost So Let Us Create Bon Faith Smith Willow Smith Summertime in Snow Globe The Price On My Head No Halo Shoreline Good Day Thee Stallion and Hot Girl Summer Redhead The of the Year on on on The on on on This on on My Music of
163,2019,baby Yeah Bust Yeah I see you bust down Bust I see you bust down Pick it now break that down Speed it then slow that on the gang Bust it bust bust bust it Bust on the gang Bust I see you bust down Pick it now break that down Speed it now slow that on the gang Bust it bust bust bust it Bust on the gang baby Yeah every fantasy always told me I was break I guess her don't be mad at me I see you bust down Bend that on the gang Make that clap She threw it back so I had to double on the gang high off them I tell myself two was enough Then a on the dead Ain't no you take these damn I beat the pussy now a murder scene Keep like you ain't never even heard of me Bust I see you bust down Bend that over Yeah now make that on the gang Now toot that thing up Throw that back I need my on the dead Bust I see you bust down Pick it now break that down Speed it then slow that on the gang Bust it bust bust bust it Bust on the gang Bust I see you bust down Pick it now break that down Speed it now slow that on the gang Bust it bust bust bust it Bust on the gang
165,2019,Drip Too Hard Run that You can get the bag in the store if you want it I gave the they it I got I bought a new I had the so I these be up until the That ain't your you just a you don't own it If in the I got that fire when The just came in all cute they all on us from where young run I know they on but I don't read Whenever I tell her to she Whenever we ain't Drip too don't stand too close You around and drown off this wave all these been on the road I don't care where I long as I get paid Bad she been on my mind Soon as I get she Do this all the this ain't no surprise Every other another movie made Drip too don't stand too close You around and drown off this wave all these been on the road I don't care where I long as I get paid Bad she been on my mind Soon as I get she Do this all the this ain't no surprise Every other another movie made every other another dollar made Every other night with a good day I feel like a I got in the face in the dial like this is a parade I don't want your Young not a slave I had to draw the too many harass so I took a private plane These pussy why on my aim Drip too hard charge it to the card to the I can spell the Drip too caution on the floor You around and drown ride a wave Drip too don't stand too close You around and drown off this wave all these been on the road I don't care where I long as I get paid Bad she been on my mind Soon as I get she Do this all the this ain't no surprise Every other another movie made Drip too don't stand too close You around and drown off this wave all these been on the road I don't care where I long as I get paid Bad she been on my mind Soon as I get she Do this all the this ain't no surprise Every other another movie
166,2019,the you told me me the day I Surrender my everything you made me believe you're mine you to call me Now you're me by name one to know yeah You beat me at my own damn game You push and you push and away away from you I give and I give and I give and you take Give and you take Say you want say you want me out of your life And just a dead man tonight But you need you need it all of the time Say you want say you want me back in your life So just a dead man tonight I need I need it all of the time our End like the last goodbye Then one of us too drunk And about a hundred who you been Nobody could take my place When you're at those Hope to God you see my face Say you want say you want me out of your life And just a dead man tonight But you need you need it all of the time Say you want say you want me back in your life So just a dead man tonight I need I need it all of the time You push and you push and away away from you I give and I give and I give and you take Give and you take You're around and away away from from you Say you want say you want me out of your life And just a dead man tonight But you need you need it all of the time Say you want say you want me back in your life So just a dead man tonight I need I need it all of the time You push and you push and away away from you I give and I give and I give and you take Give and you take Say you want me Say you want me out of your life And just a dead man
167,2019,Now You think that you are now You only say that not not around You know I never meant to let you let you down gave you gave you everything You know I say that I am now I only say that you're not not around You know I never meant to let you let you down gave you gave you everything I did not believe that it would no Everything came second to the You're not even to my no You knew all my and my though Twenty blow out and open your We were forward to the rest of our to keep my picture by your bedside Now in your with the you don't like And With my like and forget But I can't get this my head You think that you are now You only say that not not around You know I never meant to let you let you down gave you gave you everything You know I say that I am now I only say that you're not not around You know I never meant to let you let you down gave you gave you everything I seen you with your other He like he was pretty cool I was so broken over you it goes what can you I just wonder what take Another foreign or a chain Because no how my life has I keep on back on You think that you are now You only say that not not around You know I never meant to let you let you down gave you gave you everything You know I say that I am now I only say that you're not not around You know I never meant to let you let you down gave you gave you everything I promise I swear to be okay You're only the love of my life You think that you are now You only say that not not around You know I never meant to let you let you down gave you gave you everything You know I say that I am now I only say that you're not not around You know I never meant to let you let you down gave you gave you everything
168,2019,Bless them there ain't no second then you done know so right now we carry guess Bad Bad Yeah a ti me Lo no no de Y Lo no hoy a lo lo lo lo soy fan de lo mi en y viral the you that is for me When you see me you must fling it up give me don't timid you want girl me will work with it Cause me how you flip it and a dip it Make we take it to the limit soy de a ti a lo lo lo lo I got the key to pull the lock Just like a ship out at me want to dock Electric to give the shock So keep it press it back on the rack girl soy no A con la forty know how Baby yuh know mi you the treat put it Baby yuh know mi give yuh love sweet Buss it up your belly whole heap Make the volcano can you feel the Well me a Give you yuh know mi will Spread out your when we under the sheet Work of the keep it Mad people thing they should know the Bomb Give it to girl all night long la high El de El capo y a de like en la no soy soy mi lo lo lo lo Embed
170,2019,I Like It I like it like that You believe me when I tell you I said I like it like that You believe me when I tell you I said I like it Now I like I like I like I like I like million dollar my I like those The that look like I like to the I put all in my watch I like from my when they want a second chance I like I do what they say I can't They call me body Spicy hot tamale than a fur Hop out the jump in the coupe Big on top of the roof on as hard as I can the Told that bitch though my like they call me B I run this like Diamond district in the chain you know gang Drop the top and blow the woo so his Yeah I need the Beat it up like Tell the close the Bad bitch make you nervous B no a me I spend in the club what you have in the bank This is the new religion bang in de en el closet de a ti no en Plaza El me me viva la Me me Me el de el la Lo me Pin Pin de en el el Bobby a la y el Diamond district in the chain Bad Bunny you know gang Drop the top and blow the woo so his Yeah I need the Beat it up like Tell the close the Bad bitch make you nervous el me y de Jimmy a la Y a ti no la me en la like Lady Y no me en cover de Billboard has mi No de has no soy soy el soy el la y el la la la El y el I said I like it like that I said I like it like that I said I like it like that I said I like it like that Diamond district in the chain you know gang Drop the top and blow the woo so his Yeah
171,2019,Bitch took it to I got a young phone with the I be like a pro I be like my I ain't a joke stay with the pole You around and get I got a young phone with the I be like a pro I be like my got so many Call me how a bitch Young and rich See how I caught it with the See me in the and I be with a with a Bad bitch straight straight see when they see they be the best drug come and cop it Young like the Green I got a young phone with the Dope With the dope With the dope with my I your ho And she ain't even let you know this is you Bitch And my my the is got Young I do it on the
172,2019,Uproar I thank you thank you know his name let the beat drop and time yeah zone Let me see your work I I don't know what came here to If you ain't got a what the you We What the Where the love I let one go Get the I don't at your head like a buffalo You a a cutthroat You're a tough enough Then the sun the night is young though The still shine in the ho What the Where the love where the a put you front row Let your tongue show Money over and above That is still my love quote Put the gun what the I sleep with the and she don't snore What the Where the love Trade the ski mask for the muzzle a blood where the suds a there the go If there the go If she sip toast I got a full of There the love the What the Where the love I let one go Get the I don't at your head like a buffalo What the Where the love I let one go Get the I don't at your head like a buffalo Get the I don't I come out the scuffle without a I don't huff though Yellow up catch a At your front door with a gun is how it won't go This the so have the utmost For the and we so What the where We grow up we roll up slow We throw up gang she throw up dope hang down like you dun know Put the green in the bag like a Hair back like a Extra clip in the stash like a console to you listen to What the Where the love he the I like my lunch gross Just look there the go I see the but where did to the Only way he back is through his If you see in my think a drug lord empty when I give it now the What the Where the love I let one go Get the I don't at your head like a buffalo What the Where the love I let one go Get the I don't at your head like a
173,2019,Love Sorry if hard to catch my I need a to tell me you're on my side Are you down for the not easy for someone to catch my eye But been for you for my whole damn life For my whole lifetime Don't be afraid to tell me if you ain't with it I see you're yeah you're so independent hard for me to open admit it You've got some to say and here to listen So tell me where your love Waste the day and spend the night the sunrise Show me where your love been so into your mystery Is it because of our Are you into When it so but bad for you Can't say I don't want it I know I do Come on I need your company that synergy Don't be afraid to tell me if you ain't with it I see you're you're so independent hard for me to open admit it You've got some to say and here to listen So tell me where your love Waste the day and spend the night the sunrise Show me where your love Tell me where your love Waste the day and spend the night the sunrise Show me where your love If you're don't hide it you don't deny it Baby you make me it Tell are you If you're don't hide it you don't deny it Baby you make me it Tell are you Tell me where your love Waste the day and spend the night the sunrise Show me where your love Tell me where your love Waste the day and spend the night the sunrise Show me where your love
174,2019,Mat Rap in scene me fake ye Q hi Do do sun to ho time ho Mere lo hi Tum mat Mat mat Rap job hi me to to Beta me rhyme market ye game mere k q hi nu dill me fir chill me kill side do bite do mere tum ride lo to be bane bye Mere hi bole studio me hi band Are style me mere hath me ban re re char din scene me late be hi ne to fir me k Sale hi hate Fir Ye Ye hi me ye karma hi hi q mere fire Power Scene hi k watt beta beta mat ban mere din mere to hi q to din ne music k hi funny ye hi q mere to k tum to log bye be dill ye hi hi ye mile to to chord mat Mat mat
