,decade,text
1096,1999,Who Jack Put em Put em Throw em Throw em Who who who who who who Who who who to get up in my who to hang wit the clique like you came wit the clique But would you bang with the clique if it was thick Or do you just ride Cause I don't know tell me who you If you hang wit the you bound to get run they real run the yard Round here we blow don't with You might be the Who who who who who who Who who who to get up in my me and my the Sole Bunch of when we ride on See them all digital where you cause they to Them they they my But be I my back Then hear that you're it Tell all your that you're it on them get sick with say Who Who No blew When you said that you wrote this Have Red Zone on blow for this bitch Don't you deny it don't even try it You that you laid wit the fly Don't your it That would you they turn a burn say they've Dick be picture that Say my name the who the is Who who who who who who who Who who who to get up in my crew Who who who who who who who Who who who to get up in my crew I been said a legendary up in this Veteran in this and still ruckus Never had no time for or no I only wit real I got no love for All these be wear my Ain't got the of or either paid your Then these bout J The way you show me your is by the way you pay me The game room been so stay up out of mine Just know I keep up and like battle be all up in a biz to question my just like a pop quiz what this Who who who who who who who Who who who to get up in my crew Who who who who who who who Who who who to get up in my crew Who who who who who who who Who who who to get up in my crew Who who who who who who who Who who who to get up in my crew Who who who who who who who Who who who who who who who Who who who who who who who Who who who to get up in my crew
1097,1999,No A scrub is a guy that fly And is also known as a Always what he And just on his broke so I don't want your I don't give you mine and I don't meet you nowhere don't want none of your time and I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me Well a scrub but his game is weak And I know that he cannot approach me like class and like trash Can't get a so I don't want your I don't give you mine and I don't meet you nowhere don't want none of your time I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me If you don't have a car and you're to you If you live at home with your to you If you have a that you don't show love to you get with me with no money Oh I don't want no No scrub No no No no No no I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of his best ride to at me I don't want no scrub A scrub is a guy that can't get no love from me out the passenger side of
1098,1999,la into Black and voodoo I feel a premonition That make me fall into new New in the candlelight got a new For every day and night She'll make you take your off and go in the rain She'll make you live her crazy but she'll take away your pain Like a bullet to your come inside out la She'll push and pull you down la Her are devil red And her the mocha She will wear you out la la la Woke up in New City In a funky cheap hotel She took my heart and she took my money She me a pill She never the you order champagne Once you've had a taste of you'll never be the same she'll make you go insane inside out la She'll push and pull you down la Her are devil red And her the mocha She will wear you out la la la She'll make you take your off and go in the rain She'll make you live her crazy but she'll take away your pain Like a bullet to your brain inside out la She'll push and pull you down la Her are devil red And her the mocha She will wear you out la inside out la She'll push and pull you down la Her are devil red And her the mocha She will wear you out la la la La La La
1099,1999,Check it out See what I believe is We was the power make you dance Like this I heard got a to But in I know you're of her Just let her what the And now take me for babe See my love will drive crazy Cause I be boom like an Be like a figure You know it good from head to toe Now hold on to here we go You be boom And I be I heard not all that to you Cause she can't do it like I do So put that trophy on the shelf Go out and find somebody else Now take me for babe See my love will drive em crazy Cause I be boom like an Be like a figure You know it good from head to toe Now hold on to me baby here we go You be boom baby boom baby boom And I be baby baby Boom like an like a figure good from head to toe To here we go Ain't nobody can bang it like me Stack it like like me Ask his original plan To get as large on the by you clap your Damn shoo not lie pump my to this honey bunch If you're not busy take me to lunch done did it with the luscious music World and To what yeah you to get me up you You to and get them Cause they ride in my pocket baby And today I just Jiggle my bump And knock your off my Yea yea Boom like an like a figure good from head to toe To me baby here we go Boom like an like a figure good from head to toe To me baby here we go You'll be baby And be baby baby You'll be baby And be baby Boom like an like a figure good from head to toe To me baby here we go Boom like an like a figure good from head to toe To me baby here we go Boom like an like a figure The best music on your dial you're on the air is this it is my name is huh from Am I still on the I got stuff to say about my god that Easy with the language are the heard the their song is mad don't even know why you it on the will not be in the top list at need to cut it out the there anybody out there to Cause I don't think video was crazy they're can't are so they need to get a to be like to be like to be like to be everything but I think we're move on We're move onto the next We're move on Yeah we don't need that kind of energy on We're move
1100,1999,That Impress Me Much Ow yeah known a few who thought they were pretty smart But you've got being right down to an art You think you're a you drive me up the wall You're a regular a you think you're special you think you're something else so you're a rocket scientist That don't impress me much So you got the but have you got the don't get me I think you're But that won't keep me warm in the middle of the night That don't impress me much yeah I never knew a guy who a mirror in his pocket And a comb up his in case And all that extra hold gel in your hair lock it heaven forbid it should fall place you think you're special you think you're something else so you're Brad That don't impress me much So you got the but have you got the don't get me I think you're But that won't keep me warm in the middle of the night That don't impress me much Yeah You're one of those who to shine his machine You make me take off my before you let me get in I can't believe you kiss your car good night Come tell you must be you think you're something special you think you're something else so you've got a car That don't impress me much So you got the but have you got the don't get me I think you're But that won't keep me warm in the middle of the night That don't impress me much oh you think you're but have you got the don't get me I think you're But that won't keep me warm on the night That don't impress me much yeah so what do you you're or That don't impress
1101,1999,Every Every a halo from the Of my bed I know not but see if I can use it For the weekend or a stand Couldn't How to work it out Once as left my broken heart open And you it out got me me from Turn me around again Said that we can do it You know I do it again Oh Oh Oh Every a from the Of my bed I know not mine and I know she she me But I never can believe what she said so when you stop Turn me around again Said we couldn't do it You know I do it again Oh Oh Oh She always the wrong For me Baby She always the wrong For me Every a halo from the Of my bed I know not but see if I can use it For the weekend or a stand Every Every when I wake up Every Every Every Every Every when I wake up Every
1102,1999,Slide Could you whisper in my The you feel give you anything To feel it Do you wake up on your own And wonder where you You live with all your I wake up where you are I won't say anything at all So why don't you let it slide Don't you love the life you The priest is on the phone Your father hit the wall Your ma you I don't suppose know What it to be a man Or something I can just change I live around it I wake up where you are I won't say anything at all So why don't you slide slide And do anything you to be complete Little of the nothing that fall May Put your around me What you feel is what you are And what you are is beautiful May Do you get Or run And do anything you to be complete Little of the that fall May Put your around me What you feel is what you are And what you are is beautiful May Do you get Or run I wake up where you are And I won't say anything And do anything you to be complete Little of the nothing that fall May And do anything you to be complete Little of the nothing that fall oh May slide between the Of all them you never knew Why don't you slide into my room Just slide into my room And ah we'll run away Run run
1103,1999,It Here we one time Baby just tell me just how you how you feel We it just it to you baby we the borderline Be it to you you feel turn the heat up believe we make your body wind Baby the pleasure is all to my people Who be the dance floor step to your business and handle how we do it your people just bounce and get busy Because you know that we hit you what you say You why you the force And don't you worry cause we ready to always a put you on And blow the spot til the very second get your groove on Now that you I hope your body Because we you what we and you know we're make your body wet make your body scream out make you think of naughty Like me on you and you on me it be make your body wet make your body scream out make your body make you have wet it be What party people Seeing you your hand high Hot you your ass baby Give you the what that make you quiver while I deliver The that'll hit you right in your Always we never you always my and my music always be so check it You know we be always the crowd Type of that make you go play it loud come and hit you Best we get you Light up whatever you flaunt Cause we be it so what you here we go the picture we keep it hot in the winter Now big up my people you know always We and over the planet full blast with and and you know we're make your body wet make your body scream out make you think of naughty Like me on you and you on me it be make your body wet make your body scream out make your body make you have wet it be We make your body feel wet We make your body say yeah I know where my road is it I know where my live women is at Where you We make your body feel wet We make your body say yeah Now everybody wave your hand real real high And let me see you all put em up in the my just say word up And you women just say baby it to you in many We and you people right through another We it baby how we it baby There ain't no it baby I know we you crazy And then we hit with the of all No what you do we shine and you know we're make your body wet make your body scream out make you think of naughty Like me on you and you on me it be make your body wet make your body scream out make your body make you have wet it be What what what be baby what Yeah what be What be What be it be What what what ah ah Close the door
1104,1999,Believe love love love love love No how hard I try You keep me aside And I can't break through no to you so sad that you're It time to believe it But all is said and done You're be the oh Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life I can feel something inside me say don't think you're strong What am I to do Sit around and wait for I can't do that And no back I need time to move on I need love to feel strong had time to think it through And maybe too good for oh Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life I can feel something inside me say don't think you're strong I know that get through this I know that I am strong I don't need you I don't need you I don't need you I don't need you Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life I can feel something inside me say don't think you're strong Do you believe in life
1105,1999,Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel You said you'd be here by nine you took your time You didn't think to call boy Here I not to cry myself you do this to me Since you're not around for me To tell face to face you this And this is what I have to say All I was some of your time you told me when someone else was on your mind What'd you do to Look what you did to me I thought that you were someone who would do me right Until you with my and you made me cry What'd you do to Can't take what you did to me Now I that you've been wrong me all along And made a fool of baby You got it all wrong to think that I wouldn't find out That you were on baby How could you do it to Since you're not around for me To tell face to face you this And this is what I have to oh All I was some of your time you told me when someone else was on your mind What'd you do to Look what you did to me I thought that you were someone who would do me right Until you with my and you made me cry What'd you do to Can't take what you did to me You didn't have to do it to baby Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel This is the Heartbreak Hotel All I was some of your time you told me when someone else was on your mind What'd you do to Look what you did to me I thought that you were someone who would do me right Until you with my and you made me cry What'd you do to Can't take what you did to me I your love All I was some of your time you told me when someone else was on your mind What'd you do to Look what you did to me I thought that you were someone who would do me right Until you with my and you made me cry What'd you do to Can't take what you did to me I ain't to take I ain't take it no more I ain't to take boy I ain't to take it no more Everything that you said was a lie Don't lie to
1106,1999,Angel of Mine When I first saw I already knew There was something inside of you Something I thought that I would never angel of mine I look at you at me Now I know why they say The best are free love boy You are so angel of mine How you my world You'll never know different now You me grow You came into my life Sent from above When I lost all hope You me love for boy You're right on angel of mine Nothing more to me than what we share No one in this whole world can compare Last the way you is still on my mind Angel of mine What you mean to me You'll never know Deep I need to show You came into my life Sent from above When I lost all hope You me love for boy You're right on time Angel of mine I never knew I could feel each moment As if they were new Every breath that I take The love that we make I only share it with you When I first saw I already knew There was something inside of you Something I thought that I would never find Angel of mine You came into my life Sent from above When I lost all hope You me love for boy You're right on time Angel of mine How you my world You'll never know different now You me grow I look at you at me Now I know why they say The best are free for boy You're right on time Angel of
1107,1999,All I Have To Give I don't know what he to make you cry But be there to make you smile I don't have a fancy car to get to you walk a thousand I don't care if he you nice his come from the I don't but if you were my girl make it so we'd never be apart But my love is all I have to give Without you I don't think I could live I wish I could give the world to you But love is all I have to give When you talk it seem like not Even to a word you okay just tell me your try my best to kiss them all away he leave When you need him the his get all your on my for the day that you'll be mine But my love is all I have to give Without you I don't think I could live I wish I could give the world to you But love is all I have to give Hey girl I don't want you to cry no more inside All the money in the world All the love I have inside of you And I will give it to you All I can all I can give all Everything I have is for you you You're what I need All that I have to give But my love is all I have to give Without you I don't think I could live I wish I could give the world to you But love is all I have to give But my love is all I have to give Without you I don't think I could live I wish I could give the world to you But love is all I have to give Without you I don't think I can live Give my world to baby But love is all I have to give all I got to give But my love is all I have to give Without you I don't think I can live I wish I could give my world to you But love is all I have to give
1108,1999,I Still Believe You look in my And I get inside I know crazy But you still can touch my heart And all this time You'd think that I I wouldn't feel the same But time into nothing And I still believe Someday you and me Will find ourselves in love again I had a dream Someday you and me Will find ourselves in love again Each day of my life with all the joy I could find You know that I not the desperate type If one spark of hope Left in my grasp hold it with both worth the risk of To have a second chance I need baby I still believe that we can be together If we believe that true love never has to end Then we must know that we will love I still believe Someday you and me Will find ourselves in love again I had a you and me Will find ourselves in love yeah I still believe Someday you and me In love yeah I had a dream Someday you and me Will find ourselves in love again I still believe Someday you and me Will find ourselves in love again I had a
1109,1999,Save Tonight Go on and close the all we need is candlelight You and and a bottle of wine hold you yeah Well we know away And how I I wish it weren't so So take this and drink with me delay our misery Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone a log on the fire And it like me for you Tomorrow with one desire To take me oh true It ain't easy to say goodbye Darling please don't start to cry girl you know got to oh Lord I wish it wasn't so Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Tomorrow to take me away I wish that that I could stay Girl you know got to oh Lord I wish it wasn't so Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Save tonight And fight the break of dawn Come tomorrow Tomorrow be gone Tomorrow be gone Tomorrow be gone Tomorrow be gone Tomorrow be gone Save tonight Save tonight Save tonight Save tonight right Save
1110,1999,All Night Long I like this right yeah Bad and we won't stop We can dance Clap your All night long If you're in the mood Do what you do All night long Happy are here So leave your behind Just your mind so easy to do it Just yourself If the right Get your groove on tonight Take your time tonight all right Ain't nothing but a party We can dance Clap your All night long If you're in the mood Do what you do All night long Get up on the floor Don't worry a thing The got you now So come get into it Just yourself If the right Get your groove on tonight Take your time tonight all right Ain't nothing but a party We can dance Clap your All night long If you're in the mood Do what you do All night long Have a good time Lay Just free your mind Let the music take control of you yeah If a hot then I did it If not then I wasn't with it Bad Boy stay committed Whether or Faith You know I got the key to your city the rock some more we lace Bad Boy heat the place We run too we keep the faith the a taste Blaze the In case you forgot First Lady B it hot Ain't nobody the spot Now Faith instead of pain through with a grain In the cell phone range Get the and stock paper for the whole four some never change feel make dance go We can dance Clap your All night long If you're in the mood Do what you do All night long Have a good time Lay Just free your mind Let the music take control of you We can dance Clap your All night long If you're in the mood Do what you do All night
1111,1999,la Vie people say I look like me Are you I hey in your tree Mummy always you to come for tea Don't be straighten up your tie Get down from your in the sky I know just what to do Is it very Is there room for I got a house with and show you mine if you show me let me hey Let the fun hey the wolf hey puff blow you away Say you say you won't Say you'll do what I don't Say you're say to me la vie Say you say you won't Say you'll do what I don't Say you're say to me la vie Do you play with the play with the Do you get with your We can we can sing be the queen and you'll be the king Hey in your tree Throw down your make a room for me I got a house with and show you mine if you show me let me hey Let the fun hey the wolf hey puff blow you away Say you say you won't Say you'll do what I don't Say you're say to me la vie Say you say you won't Say you'll do what I don't Say you're say to me la vie huh hey oh hey huh Say you say you won't Say you'll do what I don't Say you're say to me la vie Say you say you won't Say you'll do what I don't Say you're say to me la vie oh hey huh
1112,1999,Have You Have you somebody So much it you cry Have you something So bad you can't sleep at night Have you to find the But they don't come out right Have you have you Have you been in love Been in love so bad You do to make them Have you had steal your heart away You give to make them feel the same Have you for to get you in their heart But you don't know what to say And you don't know where to Have you somebody So much it you cry Have you something So bad you can't sleep at night Have you to find the But they don't come out right Have you have you Have you found the one You've of all of your life You'd just about to look into their Have you found the you've given your heart to Only to find that won't give their heart to you Have you your and that they were there And all you can do is for the day when they will Have you somebody So much it you cry Have have you something Have you to find the But they come out Have you have you What do I do to get you in my baby What do I say to get to your heart To make you how I need you next to me get you in my world I can't sleep Have you somebody So much it you cry Have have you something So bad you can't sleep at night Have you to find the But they don't come out Have you Have you somebody So much it you cry Have you something So bad you can't sleep at night Have you to find the But they don't come out Have you have you have you
1114,1999,To Be Here How did you get to be here I that love thing for the last time My heart to be here But you came along and my mind spent all my life on a search to find The love who'll stay for eternity The heaven sent to fulfill my But when I turn love has me down My heart got oh it so bad sad to say love again So I my heart under lock and key To take some time to take care of me But I turn around and you're here How did you get to be here I that love thing for the last time My heart to be here But you came along and my mind This time I swear through if only you knew how many said those Then fall when will I these I this black butterfly Must take a and spread my Love can make you do some crazy So I my heart under lock and key To take some time to take care of me But I turn around and you're here How did you get to be here I that love thing for the last time My heart to be here But you came along and my mind How did you get to be here I that love thing for the last time My heart to be
1115,1999,I wish you would step back from that my friend You could cut with all the that you've been in And if you do not want to see me again I would I would The angry a bit too insane over a secret pain You know you don't belong You're the first to you're way too loud You're the flash of light on a burial shroud I know wrong everyone I know has got a reason To the past I wish you would step back from that my friend You could cut with all the that you've been in And if you do not want to see me again I would I would Well on the table and gone to code And I do not think anyone What they are here And your have left you've been I never thought it would come to this And I want you to know got to face down the Maybe you could put the past away I wish you would step back from that my friend You could cut with all the that you've been in And if you do not want to see me again I would I would I would I would I would I would Can you put the past I wish you would step back from that my friend I would I wish you would step back from that my friend I would I wish you would step back from that my friend And I would I wish you would step back from that my friend I would I wish you would step back from that my friend And I would
1116,1999,Your Angel No too for you to climb All you have to do is have some oh yeah No too for you to make it across All you have to do is believe it when you pray And then you will the will come And every day will be bright as the sun All of your cast them on me I just want you to see be your cloud up in the sky be your shoulder when you cry hear your when you call me I am your angel And when all hope is here No how far you near It no who you are I am your angel your angel I saw the and I heard you cry All you need is seek me and you shall find You have everything and you're still It don't have to be this let me show you a day And then you will the will come And all of your will be bright as the sun So all of your just cast them on me How can I make you be your cloud up in the sky be your shoulder when you cry hear your when you call me I am your angel And when all hope is here No how far you near It no who you are I am your angel your angel And when time to face the storm be right by your side Grace will keep us safe and warm And I know we will survive And when it as if your end is near Don't you dare give up the fight Just put your trust beyond the be your cloud up in the sky be your shoulder when you cry hear your when you call me I am your angel And when all hope is here No how far you near It no who you are I am your angel be your cloud up in the sky be your shoulder when you cry hear your when you call me I am your angel And when all hope is here No how far you near It no who you are I am your angel be your cloud up in the sky be your shoulder when you cry hear your when you call me your
